shelfmark,headline,summary,url,image_soup,image_server_base_url,image_rel
"Genève, Bibliothèque de Genève, Ms. fr. 1/1","Parchment · 216 + I ff. · 42.7 x 31 cm · Paris · ca. 1400-1450, additional pages XVI-XVII","The Bible Historiale is a Bible edition translated by Guyart de Moulins into French prose at the end of the 13th century. It is presented in the form of biblical stories and combines the Vulgata of Jerome with the Historia Scholastica of Peter Comestor. It was quickly supplemented with the second volume of the Bible du XIIIe siècle (“Thirteenth-century Bible”). Because it was widely disseminated during the 14th and 15th centuries, today there are 144 known examples, both complete exemplars and fragments.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0001-1,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0001-1/bge-fr0001-1_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0001-1/bge-fr0001-1_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0001-1/bge-fr0001-1_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 1/2","Parchment · I + 214 ff. · 42.7 x 31 cm · Paris · ca. 1400-1450, additional pages XVI-XVII","The Bible Historiale is a Bible edition translated by Guyart de Moulins into French prose at the end of the 13th century. It is presented in the form of biblical stories and combines the Vulgata of Jerome with the Historia Scholastica of Peter Comestor. It was quickly supplemented with the second volume of the Bible du XIIIe siècle (“Thirteenth-century Bible”). Because it was widely disseminated during the 14th and 15th centuries, today there are 144 known examples, both complete exemplars and fragments.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0001-2,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0001-2/bge-fr0001-2_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0001-2/bge-fr0001-2_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0001-2/bge-fr0001-2_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 2",Parchment · (I-III) + 474 + (IV-V) ff. · 39 x 29 cm · around 1330,"This Bible Historiale is the Bible translated toward the end of the 13th century into French and prose by Guyart des Moulins. Presented in the form of a holy story, it joins Jerome's Vulgata and Petrus Comestor's Historia Scholastica. It was quickly completed by the second volume of the Bible du XIIIe siècle. Widely used in the 14th and 15th centuries; today there exist 144 complete or fragmentary exemplars.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0002,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0002/bge-fr0002_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0002/bge-fr0002_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0002/bge-fr0002_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 3/1",Paper · IV + 296 + III ff. · 41 x 29.5 cm · 1474,"The Bibliothèque de Genève preserves a third copy in two volumes of the Bible Historiale by Guyart des Moulins (besides Ms. fr. 1/1-2 and Ms. fr. 2). Despite the rough execution of his drawings, this copy is remarkable because of its origin. It was copied by Jean Bagnel at the behest of Hugonin Dupont, a merchant and citizen of Geneva; in 1603 it became part of the Bibliothèque de Genève.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0003-1,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0003-1/bge-fr0003-1_0001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0003-1/bge-fr0003-1_0001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0003-1/bge-fr0003-1_0001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 3/2",Paper · V + 288 + III ff. · 41 x 29.5 cm · 1474,"The Bibliothèque de Genève preserves a third copy in two volumes of the Bible Historiale by Guyart des Moulins (besides Ms. fr. 1/1-2 and Ms. fr. 2). Despite the rough execution of his drawings, this copy is remarkable because of its origin. It was copied by Jean Bagnel at the behest of Hugonin Dupont, a merchant and citizen of Geneva; in 1603 it became part of the Bibliothèque de Genève.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0003-2,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0003-2/bge-fr0003-2_0187r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0003-2/bge-fr0003-2_0187r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0003-2/bge-fr0003-2_0187r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 5",Parchment · 182 ff. · 27.8 x 20.5 cm · around 1460,"In this work, written at the end of the 14th century in Valencia, the author describes the universe of angels, inspired by Dionysius the Areopagite's De triplici gerarchia. The text, which was in wide use during the second half of the 15th century, was translated into French and published as a first printed edition in Geneva in the year 1478. The Ms. fr. 5 was illuminated by the Master of the Geneva Boccaccio and contains the coat of arms of Jeanne de Laval, second wife of King René of Anjou.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0005,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0005/bge-fr0005_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0005/bge-fr0005_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0005/bge-fr0005_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 6",Parchment · 217 ff. · 27 x 19 cm · Geneva (?) · 1417,"In 1389, the Franciscan monk Jean de Souabe translated into French the Horologium sapientiae by the mystic Henry Suso (1295-1366) of the Rhineland. In this moral treatise, wisdom conducts a dialog with a student regarding the spiritual path to be followed, as inspired by the passion of Christ, and invites him to meditate on the passing of time. More than fifty copies of this work are known. This manuscript from the Bibliothèque de Genève, dated 1417, was probably written in the episcopal city.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0006,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0006/bge-fr0006_0004r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0006/bge-fr0006_0004r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0006/bge-fr0006_0004r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 57",Parchment · 491 ff. · 36.5 x 26.5 cm · France · ca. 1402,"The Legenda aurea  is one of the most copied texts in all of the medieval Occident. In short texts, it blends sanctoral and temporal celebrations in the course of the year, following the order of the liturgical calendar. Popular not only in Latin but also in the vernacular languages, it had various uses, as a tool for preaching and as a source of moral edification through private reading for the layperson as well as the cleric.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0057,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0057/bge-fr0057_003r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0057/bge-fr0057_003r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0057/bge-fr0057_003r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 64",Parchment · 375 ff. · 35.5 x 28 cm · around 1480,"This universal history, which contains biblical and secular stories, is one of the most extensvie works of its type from the middle ages. The date of the manuscript can be fixed in the third quarter of the 15th century; it was decorated by the Flemish illuminator Wilhelm Vrelant, a producer of top quality miniatures.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0064,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0064/bge-fr0064_002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0064/bge-fr0064_002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0064/bge-fr0064_002r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 70/1",Parchment · 241 ff. · 35 x 25.5 cm · Lyon · ca. 1457-1482,"Between 1416 and 1422, Jean de Courcy wrote a chronicle titled La Bouquechardière, named after his fief. The chronicle, which consists of 6 books, is a compilation of mythological, biblical and legendary stories. The first volume contains the first three books, i.e., the history of Greece, of Troy and of the Trojans who escaped the destruction of their town. The Genevan manuscript comes from the Lyon workshop known as “de Guillaume Lambert.” The manuscript contains beautiful frontispiece illuminations at the beginning of each book.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0070-1,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0070-1/bge-fr0070-1_002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0070-1/bge-fr0070-1_002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0070-1/bge-fr0070-1_002r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 70/2",Parchment · 228 ff. · 35 x 25.5 cm · Lyon · ca. 1457-1482,"Between 1416 and 1422, Jean de Courcy wrote a chronicle titled La Bouquechardière, named after his fief. The chronicle, which consists of 6 books, is a compilation of mythological, biblical and legendary stories.The second volume contains the last three books, i.e., the history of the Assyrians, of the Macedonians, and of Alexander and the Maccabees. The Genevan manuscript comes from the Lyon workshop known as “de Guillaume Lambert.” The manuscript contains beautiful frontispiece illuminations at the beginning of each book.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0070-2,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0070-2/bge-fr0070-2_002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0070-2/bge-fr0070-2_002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0070-2/bge-fr0070-2_002r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 72",Parchment · III + 252 + III ff. · 34 x 25 cm · Paris · first half of the 15th century,"This historical collection, whose narratives range from Genesis to Julius Caesar, was a great success in the Middle Ages. It was first written in the 13th century. This incomplete copy ends with Pompey's triumphant return to Rome. The manuscript was produced in Paris and contains 34 miniatures in grisaille.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0072,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0072/bge-fr0072_0016r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0072/bge-fr0072_0016r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0072/bge-fr0072_0016r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 74",Parchment · I + 201 + I ff. · 20.1  x 28.1 cm · France · between 1512 and 1524 (most probably 1512-1513),"This early 16th century manuscript contains book II of the Illustrations de Gaule et singularitez de Troye by Jean Lemaire de Belges (1473-1524), followed by the XXIV coupletz de la valitude et convalescence de la royne trescrestienne and the virelai “Espritz haultains“. This is the only known manuscript to contain these three texts. It was signed by Lemaire de Belges's own hand (f. 199v).               (des)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0074,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0074/bge-fr0074_0001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0074/bge-fr0074_0001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0074/bge-fr0074_0001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 75",Parchment · III + 165 ff. · 36 x 25.5 cm · late 15th century,"At the request of Charles the Bold, in 1470 Vasco de Lucena translated Xenophon's Cyropaedia from the Latin translation by Poggio Bracciolini (Institutio Cyri, 1445) and titled it “ Traitté des faiz et haultes prouesses de Cyrus”.  The manuscript was illuminated by the “Maitre des prières de 1500” and contains seven miniatures that tell the story of Cyrus and that inspired the Duke of Burgundy in his political and military actions.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0075,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0075/bge-fr0075_008r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0075/bge-fr0075_008r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0075/bge-fr0075_008r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 76",Parchment · I-II + 263 ff. · 39 x 28 cm · Bruges · ca. 1475-1500,"Vasco de Lucena translated Quintus Curtius' history of Alexander into French at the request of Isabella of Portugal, the wife of Philip III, Duke of Burgundy. The translator drew on texts by Plutarch and Justin in order to complete the Roman writer's text which contains gaps. The translation, completed in 1468, presents Alexander as conqueror, devoid of all legends transmitted through courtly literature; it is dedicated to Charles the Bold, the son of Isabella. This copy from the Bibliothèque de Genève was illustrated by a Flemish artist, Maître d'Edouard IV, who was active in Bruges around the end of the 15th century, as well as by a second hand not yet definitively identified.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0076,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0076/bge-fr0076_015r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0076/bge-fr0076_015r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0076/bge-fr0076_015r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 77",Parchment · (I-II) + 450 + (III-IV) ff. · 45.5 x 32 cm · France (Paris) · beginning of the 15th century,"At the request of Jean II of France, between 1354 and 1356, the Dominican Pierre Bersuire (Petrus Berchorius) undertook this translation of the three decades (I, II and IV) of Ab Urbe condita by Titus Livius that were known at the time. This history of Rome extends from the founding of the city to the war between the Romans and the Celtiberians. The exemplar held by the Bibliothèque de Genève was produced at the beginning of the 15th century and carries the Ex libris of the Duke of Berry. Paintings are by the ""Maître des Cleres femmes"" of the Duke of Berry and by artists working in the style of the ""Maître du duc de Bedford"".               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0077,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0077/bge-fr0077_009r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0077/bge-fr0077_009r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0077/bge-fr0077_009r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 79",Parchment · II + 528 + II ff. · 30.5-31 x 20-20.5 cm · Paris · around 1475,"Le Mignon is a collection of various historical narratives and moral or philosophical texts. Henri Romain is the author of the summary of the three decades of Titus Livius and the Compendium historial, a compilation of ancient stories. Laurent de Premierfait is the translator of De la vieillesse by Cicero, and Jean Courtecuisse translated Des Quatre vertus cardinales by Seneca. This manuscript from the studio of Maître François presents seven beautiful frontispiece illuminations.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0079,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0079/bge-fr0079_0473v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0079/bge-fr0079_0473v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0079/bge-fr0079_0473v.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 80",Parchment · 244 ff. · 33.5 x 23.5 cm · Rouen · around 1470,"This work, also known by the title „Livre de Jules César,“ contains a collection of texts by Julius Caesar, Sallust, Suetonius and Lucan; it was written in the years 1211-1214. The author, still unknown, intended to recount the history of the first twelve Roman emperors, but he terminated this undertaking at the end of the story of the life of Julius Caesar. The decoration of the manuscript from Geneva is by various hands; the principal one, attributed to the „Maître de l'échevinage de Rouen,“ illustrated the title page. It shows the coat of arms of Louis de Bourbon, the illegitimate son of Charles I, Duke of Bourbon.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0080,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0080/bge-fr0080_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0080/bge-fr0080_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0080/bge-fr0080_001r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 83",Parchment · II + 203 ff. · 27.5 x 17.5 cm · ca. 1483-1503,"Noël de Fribois, notary, secretary and advisor to King Charles VII, wrote the Abrégé des chroniques de France, which he presented to the King in June 1459. He began his chronicle with the siege of Troy and concludes it in 1383. The Geneva copy has two anonymous sequels, one on the reign of Charles VII and one on that of Louis XI. This first part of the manuscript is decorated with 27 illuminated scenes. The text continues with the Mémoire sur les rois de Sicile by Giovanni Candida, translated into French by Charles Guillart, and with various chronicles, stories and other writings added in the 16th century.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0083,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0083/bge-fr0083_0003r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0083/bge-fr0083_0003r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0083/bge-fr0083_0003r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 85",Parchment · I + 248 + II ff. · 41 x 30 cm · around 1460-1465,"This history of the Crusades is a translation of Guillaume de Tyr's Historia rerum in partibus transmarinis gestarum into the Flemish French dialect. The manuscript was decorated by Simon Marmion, one of the most significant illumination artists of the 15th century.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0085,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0085/bge-fr0085_002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0085/bge-fr0085_002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0085/bge-fr0085_002r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 160",Parchment · (I-III) + 200 + (IV-VI) ff. · 39 x 29 cm · Rouen · ca. 1450-1480,"The Florentine writer and notary Brunetto Latini went into exile in 1260, after the Guelphs lost the Battle of Montaperti. Until 1266 he took up residence in France, where he wrote the Trésor, an encyclopedia written in French that was widely used until the end of the 15th century. The illuminator of the Bibliothèque de Genève's copy of the manuscript is known as the ""Master of the Geneva Latini"" or as the ""Maître de l'échevinage de Rouen.” Originally decorated with four frontispieces, the manuscript today has only two, one of which is a famous representation of a medieval urban market.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0160,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0160/bge-fr0160_082r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0160/bge-fr0160_082r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0160/bge-fr0160_082r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 163",Parchment · I + 99 ff. · 29 x 20.5 cm · Northern France · third quarter of the 15th century,"At the behest of King Philip III the Bold, the Dominican Laurent d'Orléans wrote a book on religious instruction for lay people. He was inspired by the Miroir du monde in the 3rd and 4th tract (f. 6r-33r) compiling two treatises about this 13th century work, that was widely read throughout the realm. The fifth treatise on the virtues (f. 33r-99r) is the only part originally by Brother Laurent. The illuminator who created the 8 miniatures is not identified, but probably was active in Northern France.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0163,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0163/bge-fr0163_0006r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0163/bge-fr0163_0006r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0163/bge-fr0163_0006r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 164",Parchment · II + 96 ff. · 29.5 x 21 cm · Paris · ca. 1470,"The Livre de bonnes meurs, dedicated to the Duke of Berry, draws its inspiration from the Sophilogium by the same author. In essence this is a moral and religious work. As part of the “mirror for princes”, it broaches the topic of the virtues and moral qualities that an ideal prince should possess. This Geneva manuscript represents the first version, dated 1404. It was illuminated by the master of Philippe de Commynes' Froissart and contains a single beautiful illumination for the frontispiece.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0164,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0164/bge-fr0164_0003r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0164/bge-fr0164_0003r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0164/bge-fr0164_0003r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 165",Parchment · 260 ff. · 26.5 x 19 cm · Paris · ca. 1412-1415,"Pierre le Fruitier, called Salmon, secretary to Charles VI and someone who influenced John the Fearless, Duke of Burgundy, in 1409 wrote a composite text that is simultaneously a mirror for princes, a collection of letters, and an autobiography. Salmon presents the qualities a sovereign needs in order to rule well (see Paris, BnF, fr. 23279). After his withdrawal from court in 1411 and after the change in royal politics towards John the Fearless, around 1412-1415 he presented a second version of the text; today this version is held in Geneva. With an image depicting Charles VI on a blue bed decorated with lilies, in discussion with his secretary, this manuscript is one of the showpieces of the Bibliothèque de Genève.               (hoc)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0165,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0165/bge-fr0165_004r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0165/bge-fr0165_004r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0165/bge-fr0165_004r.jp2/full/pct:25/0/default/jpg
"Genève, Bibliothèque de Genève, Ms. fr. 166","Parchment · I + 92 + I ff. · 30 x 21.5 cm · Bruges (L'enseignement de vraie noblesse) · 1464, shortly after 1464 and around 1490","This composite manuscript, which comes from the collection of Alexandre Petau, brings together four texts that were assembled at an unknown time. The first and longest text (f. 2r-81r) is the Enseignement de vraie noblesse from 1464, attributed to Hugues de Lannoy, a member of the Order of the Golden Fleece, who, with this text, presents a mirror for princes that could interest the court of the Duke of Burgundy. This part contains the manuscript' only decoration, a large illumination (f. 3r) executed by the chief assistant to the illuminator Guillaume Vrelant of Bruges, known as Maître de la Vraie Cronicque descoce. This text is followed by the Chronique d'Ecosse (f. 82r-90v) with the history of Scotland from its origins to 1463, a text on ""Le droit que le roy Charles VIIIme pretend ou royaulme de Naples"" (f. 91r), and finally the life of St. Helena in Latin (f. 91v-93r).               (rou)",https://www.e-codices.unifr.ch/en/searchresult/list/one/bge/fr0166,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""bge/bge-fr0166/bge-fr0166_0003r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/bge/bge-fr0166/bge-fr0166_0003r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/bge/bge-fr0166/bge-fr0166_0003r.jp2/full/pct:25/0/default/jpg
